Card   1: 69 61 27 58 89 52 81 94 40 51 | 43 40 52 90 37 97 89 80 69 42 51 70 94 58 10 73 21 29 61 63 57 79 81 27 35
Card   2:  5 75 37 76 98 32 24 83 44 50 | 80 75 91  5 33 52 31 96 83 92 46 98 55 65 48 24 44  4 32 60 88 37 76 50 77
Card   3: 37 39 43 53 47 20 50 56 78 65 | 80 56 32 78 72 97 40 77 17 50 87 99 36 93 63 19 39 59 44 52 23 75  9 51 43
Card   4:  6 25 31 60  2 50 89 67 82 16 | 65 89  5 67 68 53 50  6 51 25 96 32  2 16 41 60 63 90 82 30 98 31 75 14  7
Card   5: 43 39 98 45 33 87 36 23 61 66 | 93 61  4 21 47 32 94 99 45 23 87 64 92 43 33  5 83 16 98 44 39 77 66 18 36
Card   6: 59  6 65 20 62  3 92 79 98 24 | 80 15 28 70 24 32 93 99 91 86 95 16 90 83 11 75 19  4 48  6 78 61 20 27  7
Card   7: 49 54 25 44 79 68 13 60  1 43 | 16 18  4 82 99 23 80 46 79 55 14  1 32 13 54 84 37 44 20 68 25 60 27 49 43
Card   8: 52 50 19 69 28 93 32 98 97 47 |  2 40 28 47 20 60 66 98 12 19 31 14 16 75 97 49 93 69 11 52 50 87 24 32 27
Card   9: 47 44 94 43 75 49 77 24 93 45 | 94 47 30 43 24 77 44 31 66 75 45 54 92 49 84 53 20 11 17 16 86 93 50 85 76
Card  10: 23 39 92 16 68 30 49 59 34 90 | 85 15 25 31 92 90 47 59 11 36 68 10 96 65 16 49 18 97  9 83 28 61  4 94 46
Card  11: 21 37 14 89 46 31 64 90 43 45 | 63 29 14 23  7 28 13 86 83 16 19 24 78 54 47 51 58 77 71 40 56 62 20 89 39
Card  12: 69 98 97 19 70  5 62 25 55 90 |  1 35 45 25 75 61 50 99 82 96 71 74 72 76  3 70 14 57 88 27  5 94 58 32 85
Card  13: 24 51 65 64 29 37 86 60 41 94 | 40 13 88 85 46 59 90 55  8 72 56 93  6 71 52 87 31 91 20  5 83 36 86 43 96
Card  14: 43 76 64 80 49 48 83 14 51 54 |  1 99 54 36 80 48 49 15 43 17 51 96 83 40 76 14 41 75 84 55 63 91 64 58  9
Card  15:  9 33 75 53 48 76 25 83 28 24 |  1 10 69 28 76 87 71 52 26 44 66 92 75 55  7 40 93 20 12 91 30 33 46 39 31
Card  16: 55 92 85 21 81 90 47 63 34 70 | 26  2  1 87 59 69 40 58 46 43 70 17 35 71  6 63 49 13 81 11 85 94 44 96  5
Card  17: 21 42 95 24 35 53 39 14 18  4 | 76 23  5 79 22 20 36 69 38 77 40 37 32 89 49 15 59 44 51 25 74 34 54 16 28
Card  18: 63 21 61 65 82 69 27 74 98 58 | 51 58 86 21 90 54 45 41 71 74 83  6 42  1 35 78 31  9 55 46 11 15 63 84 82
Card  19: 44 41 24 51 74 20 97 31 83 39 | 17 24  2 54 73 28 13 55 49 79 42 62 58  8 95 23 86 70 76 41 26  4 80 25 11
Card  20: 83 61 55 56 96 16 95 49 65 90 | 67 75 63 37 87 54 39 19 99 81 47 49 24 84 41 13 78 40 38 64 26 34 15 72 48
Card  21: 23 89 57 54 90 82  2  8 65 80 | 78 14 21 39 45 42  1 80 99 20 52 11 31 50 68 82 59  4 96 55  6 46 88 38 34
Card  22: 85  6  4 41  5 35 31 19 64 17 | 83 56 96 41 16 39 70 81 67 51 74 99  1 18 43 48  5 85 29 88 30 52 69 11 61
Card  23: 72 88 38 82 33 10 75 44 70 53 |  7 71 56 96 19 89 30 67 21 22 48 45 80 86 39 61  4 44 74 28 23 40 46 72 78
Card  24: 75 67 13 39 63 58 43 35 49 99 | 28 46 17 95 55  2 83 18 42 91 20 78 97 51 60 81 47 69 64 57 37 77 12 61 67
Card  25: 87 44 62 66 82 20  7 21 51 32 | 54 97 46  1 95 14 26 47 94 25 49 30 84 12  5 73 48 89 45 53 28 74 93 88 13
Card  26: 65  6 10 66 15 26 47 62 63 68 |  5 60 71 41 68 66 53 26  6 56 38 47 90 62 63 33 81 10 15  3 16 96 83 65 20
Card  27:  7 95 47 35 58 87 21 68 80 37 | 94 24 39 74 43 78 69 54 10 32 84 99 41 75  6 86 11 66 56 62 16 44  5 59 65
Card  28: 95 19 21 14 59 74 27 68 32 99 | 83 35  5 41 92 59 26 57 18 55 52 32  6 23 36 54 56 50 15 48 27 89 45 53 12
Card  29:  1  8 93 94 72 89 13 37 58 49 | 35 62 88 26 94 50 31 87 72 78 85  1 44 49 22  5 20 91 98 13 77 93 60 48 52
Card  30: 47 94 67 27 56 25 38 52 28 32 | 22 61 56 82 58 27 32 18 33 94 79 23 62 60 76 98 67 49 77 64 11 47 40 16 42
Card  31: 61 68 80 67 41  6 52 33 22 91 | 54 10 72 91 31 33 95 43 39 68 81 22 63 67 32 61 27 73 66 75 36 79  6 59 80
Card  32: 62  5 57 36 87 33 53 86 82  8 | 76 32 30  5 53 57 86 56 97 77 18 33  8 82 15 71 83 17 48 90  9 43 54 88  4
Card  33: 79 25 27 11 17 23 76 38 15 26 | 83 80 37 36 77 24 20 55 16 59 81  7 19  1 18 91 42 29 22  2 41 27  6 50 92
Card  34:  3  8 29 57 87 88 97 12 41 95 | 29 94 44 20 34 28 76 12 95 74 22 85 31 64 91 50  1 97 35 49 98 41 92 67 25
Card  35: 43 79 50 20  6 76 25 14 66 89 | 93 72 50 67 38 89 13 87 46 54 36 52 20 57 56 17  3 22 43 63 14 84 15 29 16
Card  36: 68 15 59 47 30 98 89 27  5 25 | 11  8 32 72 18 74 73 48 39 53 51 88 22 90 55 40 14 44 66 12 94 71  9 13 31
Card  37: 11 48 72 90 12 86 34 32 51  7 | 52 80 36 46 74 64 44 27 11 47 61 84 55 28 77 26 58 54  3  5 17 60 89 16 72
Card  38: 13 97 42 79 96 69  8 57 90 48 | 84 67 52  8 20 54 21 45 69 23 28 85 92 95 40 59 87  2 50 83 14  6 16 70 39
Card  39: 87 67  8 38 15 20 96 30 45 97 | 36 28 43 35  9 27 14 70 29  1 40 56 60 81 63 48 53 44 31 75 49 85 64 39 69
Card  40: 63 35 33  6 58 97 91 34 67 18 | 68 61 98 66 84 20 37 41 17 50 81 14 60 78 36  9 65 21 83  2 71 79 85  7 47
Card  41: 75 97 62  6 92 69 53 20 45  5 |  5 53 56 69 84 97 75 62 39 18 22 64  6 92 70 41 45 20 17 63  7  9 54 29 21
Card  42: 64 21 72 62 90 50 84 28 71 37 | 71 38 64 50 42  4 65 85 91 21 55 58 10 92 90  7 17 60 84 70 37 72 28 98 62
Card  43: 58 28 84 32 92 18 48 73 86  5 | 43 32 33 35 84 50 64  6 21 52 92 58 29 95 11 18 28 79 48 77  5 86 60 73 10
Card  44: 30 69 44 40  5 58 22 63 65 90 | 65 68 69 43 58  5 72 90 22 63 52 78 66 15 60 88 30 12 74 44 67 40 41 38 29
Card  45: 69 53 87 59 27 10 16 90 52 35 | 83  4 87 89 11 30 45 70 52 13 35 92 90 79  6 68 71 86 16 97 26 72 39 96 53
Card  46: 78  8  1 64 87  6  3  7 75 82 | 48 84 56  8 89 73 31 68 64 46 40  6 41 14 78 97 91 27 95 28 47 30 37 58 75
Card  47: 58 24 13 97 18 50 89  9 14 81 | 97 24 54 16 14 32 78 62 50  5 18 42 20 99 15 58 13 89 96 72 81 75 29  9 86
Card  48: 87 83 32 53  5 72 86 84 65  9 | 30 89 54 53 58 13 85 81 83 39 71  5 91 65 68 82 94 42 87 24 86 29 47 32 28
Card  49: 38  4 66 35 19 56 78 90 81 65 | 60 16 82 68  7 49 15 32  3 22 48 11 38 53 83 45 54 23  5 81 78 34 63 27 65
Card  50:  9 48 47 87 99  6 65  2 44 75 | 75 79 55 82 44 27 42 48 51 65 16 68  3 52 30 62 84 66 87 69  8 10 86 35 72
Card  51: 28 24 85 63 96 30 88 29  5 50 | 71 61 30 90 65 96 41 50 82 68 39 10 81 29 48 26 80 97 28 24 27 88 38  5 63
Card  52: 86 80 90 33 19 78 13 69 89 27 | 62 54 85 88 97 64 37 31 29  6 94 69 67 51 57 58 89 13 76 55 22 96 63 66 38
Card  53: 75  5 78 44 10 77  3 89 39  4 | 41 61 76 56 75 85  7 22 19 51  5 87 53 10 79 24 39 94 26 57  1 35 83 32 34
Card  54: 70 80 59 16  6 99 83 37 26  8 | 62 58 16 74 35 53 94  1 80 89 61 11 86 36 83 14  8 39 43  6 92 99 18 64 79
Card  55: 41 39 43 58 60 65 74 76 11 46 | 58 42 60 59 13 16 83 55 37 25 32 96 22 79 69  2 89  3 21 71 35 67 95 19 45
Card  56: 10 18 89  9 63 51 81  4 49 75 |  3 32 45 68 87 65 71 55 79 89 37 64 21 53 30 62 26  6 90 51 70 74 22 10 54
Card  57: 27 58 75  7 80 71 45 46 26 55 | 67 76 91 16 69 82 24 48 46 87 28 20 75 36 86  8 51 42  9 84  3 43 27 34 70
Card  58: 64 55 76 63 58 66 34 27 46 62 | 79 22 69 33  1 81  4 76 36 40 88 39  2 47 89 48 29 77 93 67 41 10 95 19 63
Card  59: 62  1 42 32 48 12 94 36 33 86 | 71 41 46 96 12 55 10 38 15 43  1 60 67  2 30 89 37 98 19 18 69 25 50 20 77
Card  60: 11 14  6 57 55 62 88 19 24 26 | 45 58 88 83 51 36 46 32 85 17 61 33 31  2 91  9 78 39 81 20 87 86 64 66 49
Card  61:  9 28 27 33 53 71 38 63 55 60 | 26 77 83 57 75 50  3 68 31 52 24 94 40 18  8 80 70  5 25 72 47 44 45 89 19
Card  62: 47 64 33 74 26 82 21 30 69 39 | 29 68 65 37 60 58 17 48 75 91  2  9 16 31 46 49 97 57 94 40 34 13 11 43 39
Card  63:  1 16 10 67 73 48 66 78 55 32 | 31 54 78 79 42 34 81 55 37 63 29 73 90 48 11 77 67 14 46 19 16 66 89 53 32
Card  64: 59 33 71 69 84  2 53 95 28 52 | 85 82 66 79 45 71 33 10 30 84 52 19 94 54 28 41 61 59  6 69 53 97 38  2 49
Card  65: 17 46 40 23 93 76 45  2 43 32 | 17 32 23  2 52  7 15 77 20 39 46 64 99 59 98 89 43 40 93  4 45 11 72 76 13
Card  66: 58  9 28 19 90 80 77 11 81 20 | 44 51 39 20 63  6 11 88 61 27 90 53 62 70 34 42 28 24 78 16 81 65  9 31 15
Card  67: 88 42 78  9 26 43 54 95  8 40 | 58 54 10 43 60 36 40 42 95 63  4 88 82 50 38 26  8 99 31 74 13 46 91 61 44
Card  68: 32 95  6 83 30 14 38 15 87 70 | 79 15 64 45 99 70 17 38 87 93 83 53 14 77 85 32 19 95 29  6  7 61 90 30 67
Card  69: 76 15 92 22 48 46 42 39 84 32 | 51 26  1  9  2 73 17 94  6 62 92 77 32 90 43 48 81 22 88 58 78 46 79 98 15
Card  70: 62 90 81 15  8  3 72 93 65 32 | 57 62  3 80 26 67 10 72 54 36 98 29 17 90 93 32 49 48 76  8 12 31 65 81 15
Card  71: 74 46 75 14 56 20 83 28 35 61 | 57 61 75 59 54 55 56 32 71  4 18 60 72 94 39 86 30 50 48 41  7 14 77 73 85
Card  72: 47 63 42 84 87 78 21 56 97 26 | 87 40 78  1 48  7 26 63 42 37 30 97 65 84 14 93 85 39 47 11 50 71 21 28 56
Card  73: 20 56 88 38 50 74 76 69 63 17 | 73 47 87 89 98 18 33 14  3 78 72 39 77 97 74 80 81 51 88 59 46  2 70 69 20
Card  74: 44 74  4 59 77 99 66 81  8  6 | 75 88 25 73 74 86 16  8 99 17 50 22 83 35 67  3 77  5 46 34 68 80  6 23 54
Card  75: 58 25 36 26 80 12 88 51 98 71 | 71 66 77 83 51 61 23 98 33 53 18 75 43 20 26 92 70 90 25 94 86 12 34 36 22
Card  76: 14 79 44 82 59 75 43 88 12 52 | 11 30 26 74 82 91 72 79 35 69 52 24 13 23  3 22 78 38 43 10 14 53 76 66 90
Card  77: 65 79 38 39  3 18 89 51  9 41 |  5 87 13 45 86 85 72  7 92 22 36 69 67 82 40 73 83 15 34 59 68 57 31 84 71
Card  78: 67 89 71 15 39 66 29 97 11 38 |  4 95 21 74 29 43 51 65 31 91 98 39 71 13 93 88 64 47 40 76 58  6 92 80 81
Card  79:  8 60 27 44 15 52 91 99 35 47 | 97  1 35 81 53 79 16 23 52 77 11 56  2 85 21 96 46 83  5 37 49 93 13 76 69
Card  80:  1 37 16 40  6 48 66 26 90 12 | 87 23 24  5 67 80 20 53 95 66 93 85  7 34 32 52 92 61  9 27 41 35 36 57 38
Card  81: 72 39 83  5 69 43 73 92 88 78 | 77 74 68 78  9 75 50 65  8 14 35 96 64 80 58  6  4 46 57 61 66 85 48 40 34
Card  82: 38  2 71 61 46 97  8 84 43 24 | 91 50 76 58 17 11 66 60 65 16 44 70 96 20 37 94 30 99  6 69 32 29 81 49 48
Card  83: 50 89 48 66 96 97 28  5 12 76 | 89 93 79 68 16 48 44 42 28 41 83 50 97 96 76 82 15 57 10 66  5 12 74 38  4
Card  84:  9 71 98 81 59 30 99 45 80 48 |  6 17 31 35 88 57 10 81 77 70 58 21 34 63 51 84 74 37 64 80 29 16  3 11 76
Card  85: 36 86 69 83 56 51 19 67 65 10 | 35  3 55 38 90 59 82  2 32 10 17 36 52 69 83 65 13 92 97 99 48 30 87 68 70
Card  86:  6 96 82 83 89 31 91 20 28  5 | 20 11 84 45 50 81 23 56 24 28  1 53  2 57 54 64  3 94 96 43  6 26 91 77 66
Card  87: 84 22 38  2 94 23 76 64 29 42 | 13 99 48 23 62 82 38 91 31 88 14 43 66 94 36 64 49 85 26 97 71 39 22 68 60
Card  88: 69 25 81 63 86 79  1 64 76 38 | 85 81 63  6 69 50 16 65 54 25 27 38 84 76  7 64 79 12 86 88 70 94 39  1 20
Card  89:  7 43 74 93 60 24 33 53 97 35 | 62 51 93 86 81 71 63  2 13 99 66 83 97 37 10 77 55 27 73 92 67 19 33 88 96
Card  90:  2 78  5 23 69 72 93 86 55 24 | 92 38 66 85 34 52 83 24 31  6 25 13 33 30 17  7 81 15 16  9 21 53 94  2 77
Card  91: 34 21 58 13 99 32 61 65 49 30 | 50 73 18 84 99 53 21 61 94 22 26 93 30 68 34 65 58 72 77 32 49 11 13 39  9
Card  92: 15 67 55 79  9 88 33  7 94 49 | 20 94 87 58  9 35 93  7 67 21 15 57 30 56 88 85  5 13 60 83  2 55 38 28  6
Card  93: 16 11 80  5 33 23 96 21 56 94 |  1 37 85 94 72 42 66 16 10 70 86 77 33 21 55 11  6 45 96 29 90 14 80 48 64
Card  94:  2 57 51 10  3 70 63 60  1 40 | 67 80 96 98 52 74 97 33 92 88 19 62 43 73 55  3  1 20 95 99 12 90 17 24 56
Card  95: 80 18 73 50  2  3 83 65 33 26 |  7 78 28  4  2 19 14 29 61 81 17 38 57 89 11 20  5 12 13 10 24 96 75 25 55
Card  96: 98 53 54 50 20 34 28 96 59 88 | 52 41 53 29 40 15 88 93 30 76 97 81 73 17 12 70  6 63 27 32 64 48 69 96 44
Card  97: 66 82 79 74 75 71 29 32 96 50 | 62 46 76 30 21 50 98 17 32 75 87 96 41 42 79 73 45 92 51 91 78 35 27 72 74
Card  98: 93 39 91 70 97 33 57 69 53 73 | 38 71 33 25 52 26 75 94 93 42 17 82  7 27 47 89 18 11 20 91 40 31 55 19  4
Card  99: 93 31 61 29 77 60 66 92  3 10 | 55 63 56  4 61 33 60 85 45 48 78 27 25 36 42 93 20 67 49 21  7 83 65 13 71
Card 100: 21 86 19 62 53 34 88 42 71 47 | 74  7 79 85 22 60 76 10 40 62 50 92 20 24 12 42 15 31 56 90 44 72 34 11 95
Card 101:  8 68 64 72 98 60 56 69 57 25 | 24  5 95 77 89 58 39 63 80 48 53 66 38 61 31  3 43  1 16 71 52 82 19 14 51
Card 102: 47 39 45 40 54 93 87 26 33 67 | 95 80 98  3 24 53 96  9 90 13 35 21 86 88 63 55  1 42 25 56 32 60 34 40 77
Card 103: 64 18 52 28 82 54 31 49 66 44 |  4 78 40 73 32 99 33  6 29 46 11 25 47 36 14 97 79 61 63 50 55 26 30 58 77
Card 104: 95 84 89 87 57 53 12 43 58  1 | 59 45 57 58 39 61 52 81 43 40 23 86  1 97 95 55 89 84 87  6 17 85 53 12 28
Card 105: 98 81 56 52 37 26 46 39 88 36 |  4 34 88 32  5 73 98 26 39 77 93 42 62 82 41 81 56  1 12 33 46 36 14 52 37
Card 106: 97 98 42 95 14 87 41 46 44 27 |  5 82 46 66 87 41 51 55 13 27  7 44 31 97 77 10 14 90 98 94 95 12 79 42 35
Card 107: 15 30 60 32 25 73 77 63 85 81 | 16 86 56 41 20 51 25 52 73 40 74 32 15 61 99 34 60 85 77 30  5 27 63 35 81
Card 108: 65 59 24 72 54 66 14 81 67 31 | 94 92 83 67 50 19 61  6 42 55 60 97 22 18 24 40 86 43 72 56  5 75 63 45 90
Card 109: 90 87  3 17 80 96 36 93 34 79 | 51 11 29 96 13 66 70 99 72 67 64 42 37 30 55 98 35 12 15 84  5 10 57 19 49
Card 110: 57 82 85 42 23 76 70 64 88 21 | 65 32 76 81  7 43 23 52 55 14 70 58 27 82 48 64 85 47 57 16 46 97 68 21 45
Card 111: 50 62 66 33 93 43 56 70 77 35 | 94 79 19 16 35 41 78 32 91  4 14  3 13 48 63 36 75 98 64 69 27 96 77 51 74
Card 112:  6 36 83 73 59 48 65 12 29 92 | 12 36 82 52  8 35 88 69  9 28 89 39 87 20 22 67 27 63 75 73 70 58 31 78 79
Card 113: 25 10 29 67 87 32 54 92 62 43 | 65 19 67 75 79 29  8 73 62 97 82 87 25 18 32 93 49  5 66 27 68 42 43 11 46
Card 114: 29 44 96 86 64 37  4 71 94 98 |  5 27 55 76 33 59 68 77  3 96 15  1 46 20 35 61 53 83 78 69 99 97 34 30 25
Card 115: 32 90 91 88 39 66 37 35 12 21 | 85 82 71 37 87 22 72 17 35  9 58 95 64 12 33 90 68 66 15 43  4  7 91  8 84
Card 116: 75 50 66 77 51 36 98 23 97 28 |  4 66 44 20 35 76 51 83 58 89 91 87 75 27 10 47  1 60 97 90 77 45 63 59 36
Card 117: 85 44 56 82 39 64 30 88 79 20 | 71 88 53 27 36 85 13 11 38 91 77 19  3 99 23 73 39 44 24 45 32 15 58 79 56
Card 118: 80 41 82 32  1 52 91 40 66 11 | 72  3  4 29 77 87 36 40 16 46 66 30 92 76 98 49 85  7 32 28 60 86 52 95 83
Card 119: 50 66 77 26  2 49  9 25 58 81 | 80 49 50 55 16 56 20 42 31 99 69 26 28 85 66 65 70 90 84 53 40 19 60 12 38
Card 120: 48  9 95 85 16 70 81 61 57 92 |  2 58 66 10 34 54  7 94 16 14 25 74 92 49 88 13 57 26 99 97 70 75 65 19 17
Card 121: 50 76 20 25 53 17  2 78 85 86 | 14 40 78 89 93 48  1 28 11  4 54 71  5 69 85 61 38 94 66 64 98 95 30 67 23
Card 122: 62 92 40 16 25 82 64 87 52 53 |  5 19 25 48 38 42  1 99 51 79  2 78 75 57 81 56 70 47 59 91 90  6  9 24 15
Card 123: 50 91 29 69 41 73 44 51 13 26 | 66 55 22  6 17 71  1  3 67 24 88 79 65 64 60 34  7 90 78 72 28 83 82 74 10
Card 124: 61 77 51 39 73  4  6 25 53 91 | 54 88 26 11  3 79 10 86 23 49 66 21 47 85  5  2 98  7  1 60 55 13 94 34 62
Card 125: 31 67 93 63 21 28 12 85 39 57 | 69 46 22 59 55 75 11 97 70  1 94 14 81 96 79 44 18 36 85 34 56 48 30 72 15
Card 126: 31 89  5 98 63 36 40 48 91 12 | 91 42  6 47 51 94 48 83  5 77 98  8 11 50 29  9 36 54 89 40 12 63 31 34 73
Card 127: 41 88 97 87 13 80 74 49 24  6 | 43 66 62 47 36 87  6 88 24 49 96 56 25 79  8 76 23 97 41 42 80 89 13 73 74
Card 128:  7  6  3 99 56 40 80 27 23 43 | 34 64 97 67  3 78 69 43 57 98 96  4  6 94 62 48 23 68  8  1 58 73 75 65 16
Card 129: 46 80 39 32 35 41 61 93 57 47 | 40 63 93 89 61  4 45 46 25 96 80 39 35 14 62 95 49 32 47  2 41 99 57 82 44
Card 130: 90 10 79 84 88 76 59 18 62 11 | 79 11 53 97 92  5 88 52 23 60 62 64 86 84 14 20 98 91 10 28 24 29 87 65  3
Card 131: 95 50 11 76 61  4  2  8 42 47 | 40 15 46 61  8  2 29 97 65 50 19 83 76 95 59 82 48 57 43 72 42 25 31 47 53
